appln_id,title,abstract,earliest_filing_year,green,cpc_subclasses
500406974,Fuel cell unit,"A fuel cell unit includes a fuel cell stack, a reactor, and a case housing the fuel cell stack and the reactor. The case is provided with an intermediate plate that partitions a space inside the case into an upper space and a lower space. The fuel cell stack is housed in the lower space, with a predetermined clearance provided between the intermediate plate and the fuel cell stack. The reactor is housed in the upper space above the fuel cell stack, with an upper portion of the reactor fixed to the case. A through-hole that is provided in the intermediate plate at a position below the reactor. The lower portion of the reactor faces the through-hole.",2017,1,B60K|B60L|H01F|H01M|H02M
587857561,"NETWORK MIGRATION METHOD AND APPARATUS, COMMUNICATIONS DEVICE, AND COMMUNICATIONS SYSTEM","A network migration method and apparatus, a communications device, and a communications system. The method includes: sending a migration request message to a target CU, where the migration request message includes first target information, and the first target information is context information of a DU of a migrating IAB node; receiving a migration response message sent by the target CU, where the migration response message includes first configuration information, and the first configuration information is information for network migration configured by the target CU for the DU; and sending the first configuration information to the IAB node, where the first configuration information is for use by the IAB node to implement a migration procedure of the DU.",2020,0,H04W
515310423,Assembled battery,"The present disclosure provides an assembled battery having a plurality of unit cells, spacers disposed so as to sandwich the unit cells, and restraining members that restrain the unit cells and the spacers in an array direction X. In each unit cell, a flat wound electrode body having a winding end fixed by a fixing member is accommodated in a battery case. The spacers are provided with rib portions protruding towards long side surfaces of the battery case. Flat portions of the electrode body each have a pressing region including a pressing site that opposes the rib portions, and a moderation region other than the pressing region. The pressing region includes at least the center of each flat portion in a winding axis direction, and a first pressing region over a direction along a major axis. The fixing member is disposed at the moderation region.",2017,1,H01M
424606411,Auto program preventing method for auction house for on-line game item and server therefor,"Disclosed are a method and a server for preventing search and bidding using an auto program in an item auction house of an on-line game. The present invention provides an auto program preventing server for an auction house of an on-line game, including: a repeated search ignoring unit which ignores a search during a predetermined search ignoring period when the same item is searched within a predetermined time a predetermined number of times or more, in an auction house where an item for an on-line game is registered and the item is auctioned off to a user which bids the highest price for the registered item; an excessive search restricting unit which, when the search is requested the number of times which is equal to or larger than a predetermined number of times, if an average search time interval between the predetermined number of times of search requests is shorter than a predetermined search time interval, restricts the search in the item auction house during a predetermined search restriction period; and an excessive bidding restricting unit which, when the predetermined number of times or more of bidding requests are issued in the item auction house, if the average bidding time interval between the predetermined number of times of bidding requests is shorter than the predetermined bidding time interval, restricts the bidding during a predetermined bidding restriction period.",2011,0,A63F|G06F|G06Q
515942049,High-rate multihop network with beamforming,"A multihop network has nodes divided into user nodes, and base stations (BSs) each connected to a core network (CN). Each user node scans a surrounding area by an antenna array to identify a subset of the nodes wirelessly reachable by this user node and connectable to any BS. Node-specific information items determined for each reachable node include a farness value indicating farness in location between the reachable node and the user node. A target reachable node through which the user node communicates is selected and has a lowest farness value among the reachable nodes in the subset. The user node is communicable with a BS directly, or indirectly by multihop communication via the target reachable node, thereby allowing a total number of BSs adequate to support data communication between the CN and all the user nodes to be reduced when compared to non-multihop communication over the same geographical area.",2018,0,H04B|H04L|H04W
526145882,"Methods, systems, and computer program product for implementing schematic driven extracted views for an electronic design","Disclosed are methods, systems, and articles of manufacture for implementing schematic driven extracted views for an electronic design. These techniques identify a schematic circuit component design represented by a schematic symbol from a schematic design and identifying layout device information from a layout of the electronic design. An extracted view is generated anew or updated from an existing extracted view at least by placing and interconnecting a symbol in the schematic design based at least in part upon the layout device information. The electronic design may be further updated based in part or in whole upon results of performing one or more analyses on the extracted view.",2017,0,G06F|H05K
437051881,High frequency-stabilized combustion in aircraft gas turbines,"A gas turbine includes a combustion chamber and a microwave source to produce microwave radiation. The gas turbine is arranged to guide the microwave radiation into a cavity of the combustion chamber. Due to the microwave radiation, in the cavity of the combustion chamber, combustion in the cavity may be supported and thus lean operation of the gas turbine is made possible.",2013,1,F02C|F23C|F23N|F23R
449426800,Method and apparatus for implementing signal quality metrics and antenna diversity switching control,A method for detecting the digital quality of a radio signal includes: receiving a radio signal including an analog modulated portion; digitally sampling an analog modulated portion of the radio signal to produce a plurality of samples; using a ratio between an average magnitude and an RMS magnitude of a block of the samples to compute an analog signal quality metric. Receivers that implement the method are also provided.,2011,0,H04B|H04H|H04L
519412327,Structure and method for improving access resistance in U-channel ETSOI,"The present invention provides for a method of fabricating a semiconductor device, the method includes depositing a nitride layer on an ETSOI layer; forming a dummy gate over the nitride layer; forming nitride gate spacers from the nitride layer; growing a sacrificial layer on the ETSOI layer, the sacrificial layer composing a material that can be at least partially converted to a metal layer by a metal-bearing gas; forming refractory metal contacts using the sacrificial layer and a consumptive process; depositing an oxide protect layer on the refractory metal contacts; removing the dummy gate using a mask and etch process combined with chemical-mechanical polishing (CMP); etching the ETSOI layer to form a U-shaped channel; and depositing the final gate stack into the U-shaped channel.",2018,0,H01L
499688823,Salt and photoresist composition containing the same,"wherein Z+, Q1, Q2, R1, R2, R3, R4, R5, Z, X1, X2, Xa, Xb, L1, L2, L3 and L4 are defined in the specification.",2017,0,C07C|C07D|G03F
417942416,Semiconductor device,"A semiconductor device includes a semiconductor element, a capacitor, a first resin, lead frames and a second resin. The first resin forms a resin molding which covers the semiconductor element and the capacitor. The lead frames are attached to two surfaces of the resin molding and are connected to the semiconductor element and the capacitor. The second resin directly covers the capacitor and has a rigidity lower than a rigidity of the first resin. An outside of the second resin is directly covered with the first resin.",2012,0,H01L
559869969,Driving mode assessment,"An example operation includes one or more of receiving, by a server, data related to an environment associated with a target transport, analyzing, by the server, the data to determine if at least one adverse condition related to the environment exists, and responsive to existence of the at least one adverse condition, sending, by the server, a recommendation related to operation of the target transport in a safe mode to overcome the at least one adverse condition to the target transport.",2020,0,B60W|G05D|G06F|G06Q
573879811,METHOD OF MONITORING TREATMENT,"The invention relates to a method for monitoring the treatment of a subject undergoing therapy with an active that is naltrexone or a metabolite or analogue thereof, comprising:measuring the gene expression profile of any of the genes listed in Table 1 or Table 2, in a sample of CD3+ cells obtained from the subject undergoing treatment;wherein if the expression of any of the genes in Table 1 is increased compared to a control, or if any of the genes listed in Table 2 is decreased compared to a control the active is being administered at an effective level.",2019,0,A61K|A61P|C12Q|G01N
531610008,Signal acquisition in a SPAD detector,A single-photon avalanche diode (SPAD) detector includes a pixel array comprising multiple pixels and a memory operably connected to the pixel array. Each pixel includes a SPAD. Various techniques for accumulating signals received from the same SPAD over multiple scans and storing the accumulated signals in the memory are disclosed.,2017,0,G01J|G01S|H01L
528610071,EXHAUST GAS PURIFICATION FILTER AND METHOD OF MANUFACTURE THEREOF,"An exhaust gas purification filter is provided which has a high capture ratio of particulate matter even when having a high porosity. The exhaust gas purification filter has a case, partition walls and cells. The partition walls are porous, and the interior of the case is partitioned into a plurality of the cells by the partition walls. The partition walls have a plurality of communicating pores which communicate between cells adjacent to respective partition walls. The degree of tortuosity L/T of the communicating pores satisfies L/T≥1.1, where T μm is the thickness of the partition walls and L μm is the average flow path length of the communicating pores. Furthermore the exhaust gas purification filter is manufactured using porous silica having a tapped bulk density that is no greater than a predetermined value.",2018,1,B01D|B01J|C04B|F01N
437246509,Image forming apparatus,"An image forming apparatus includes a movable member movable between first and second inside positions and between the second inside position and an outside position, supporting cartridges arranged in an arranging direction. At the outside position, the cartridges are detachably mountable outside a main assembly of the image forming apparatus in a direction crossing with the arranging direction and with a longitudinal direction of each cartridge. At the first inside position, the cartridges are positioned inside the main assembly. The second inside position is inside the main assembly partway of a movement path between the outside position and the first inside position. The movable member supports the cartridges so that a distance between adjacent two cartridges of the cartridges is increased with respect to the arranging direction in interrelation with movement of the movable member from the first inside position to the second inside position.",2013,0,G03G
472455175,"Imaging apparatus, endoscope apparatus, and microscope apparatus","An imaging apparatus includes an illumination section, an imaging section, and an image processor. The illumination section includes an illumination unit configured to selectively emit illumination light rays of light wavelength bands different from each other, and an illumination switch controller which generates an illumination unit control signal corresponding to each of sets of emission patterns so that combinations of the light wavelength bands of the illumination light rays emitted from the illumination unit are different from each other and the illumination switch controller controlling the illumination unit so that the illumination light rays are sequentially emitted from the illumination unit in the sets of emission patterns different from each other.",2014,0,A61B|G02B|G03B|H04N
507569360,Distributed object detection processing,"Various systems and methods for implementing distributed object detection processing are described herein. An object detection system includes a plurality of computer vision accelerators to process a respective plurality of portions of an input image and produce a list of detected objects in the respective plurality of portions of the input image; and a processor subsystem to: combine the list of detected objects from each of the plurality of computer vision accelerators, to produce a combined list of detected objects; sort the combined list of detected objects; and remove duplicate entries in the combined list of detected objects to produce an output list of detected objects.",2018,0,B60W|G06F|G06T|G06V|G08G
489137039,Control system and control method for selecting and tracking a motor vehicle,"The present invention describes a control system, which is adapted and determined to identify motor vehicles driving in front. The control system is at least adapted and determined to capture other motor vehicles participating in the traffic ahead of the own motor vehicle with the at least one environmental sensor. The control system is at least adapted and determined to determine a respective position of the other motor vehicles with the at least one environmental sensor. The control system is at least adapted and determined to determine a trajectory of the own motor vehicle from a current speed and a current yaw rate of the own motor vehicle. The control system is at least adapted and determined to select a single motor vehicle from the other motor vehicles that has the shortest distance to the trajectory, in order to follow this single motor vehicle with the own motor vehicle.",2016,0,B60K|B60W|G01S|G05D
591103263,RADIATION SHIELDING MATERIAL,"A radiation shielding material includes a main body having communication air holes and made of a base member constituting a three-dimensional reticulate skeletal structure, and a metal having radiation shielding capability. The radiation shielding material has moisture permeability through the communication air holes. The base member contains fibers, a foam material, a porous material, or a spongy material. The metal is provided in the form of a film so as to cover the surfaces of the base member of the main body. The radiation shielding material has a degree of moisture permeability of 1 g/m2 h or higher measured through the A-2 method that is a water method in accordance with JIS L 1099 where the temperature is modified to 20° C. and the humidity is modified to 65% RH.",2019,0,G21F
425728969,Method and apparatus for cell configuration,"A method, an apparatus, a terminal, and a server for synchronizing a terminal mirror are provided. The method includes: obtaining, by a terminal, multiple input events during running of application software; aggregating the multiple input events to obtain an aggregate event; and transmitting the aggregate event to the server, so that after parsing the aggregate event to obtain the multiple input events, the server processes the multiple input events by using a virtual machine that is of the terminal and set on the server, so as to obtain user data generated during the running of the application software. In the present invention, the terminal transmits the input events to the server in an event-driven manner, so that the server obtains the user data that is the same as that on the terminal that runs the application software, thereby ensuring that the server can back up complete user data.",2013,0,G06F|H04L
594086854,Waterproofing Mounting System for Attaching Solar Modules to a Roof,"A roof mounting system for the attachment of an article to a roof, the system comprising a plurality of PV modules each having at least one corner and a frame member, a flashing member having a top surface; an upstanding sleeve attached to the top surface of the flashing member; an elevated water seal having a borehole formed therethrough, the elevated water seal further comprising at least one screw for providing a waterproof seal between the article and the roof structure; and whereby the plurality of PV modules are interlocked in a way to provide a corner-to-corner coupling arrangement supported above the roof through the frame members of the plurality of PV modules.",2013,1,F24S|H02S
519101284,Customized endorsement logic for blockchain,"An example operation may include one or more of receiving, via a network, a blockchain request from a client device, simulating a transaction of the blockchain request to generate a read set of data being read by the transaction and a write set of data being written by the transaction, determining whether to endorse the transaction with respect to a distributed ledger by executing customizable endorsement logic of the blockchain node, wherein the executing customizable endorsement logic receives, as input, the generated read and write sets and determines whether or not the transaction should be committed to a data block of the distributed ledger based on the generated read and write sets, and transmitting information about a result of the customized endorsement logic determination to the client device.",2018,0,G06F|H04L
509910539,"Array substrate, display panel, display device and method for manufacturing array substrate","The present application provides in some embodiments an array substrate, a display panel, a display device and a method for manufacturing the array substrate. The present application provides in some embodiments an array substrate, the array substrate comprising: an ultrasonic emission sensor, a substrate over the ultrasonic emission sensor, a pixel circuit layer over the glass substrate, and an ultrasonic reception sensor over the TFT pixel circuit layer, the ultrasonic reception sensor being electrically connected to the pixel circuit layer, wherein projections of the ultrasonic emission sensor and the ultrasonic reception sensor in a direction perpendicular to the substrate do not overlap with each other.",2017,0,G06F|G06V|H01L|H10N
419640678,"Nickel composite hydroxide and method for producing the same, positive electrode active material and method for producing the same as well as nonaqueous electrolytic secondary cell","A nickel composite hydroxide represented by Ni1-x-y-zCoxMnyMz(OH)2+A (where 0≦x≦0.35, 0≦y≦0.35, 0≦z≦0.1, 0<x+y, 0<x+y+z≦0.7, 0≦A≦0.5, with M being at least one of V, Mg, Al, Ti, Mo, Nb, Zr and W), a plate-shaped crystal core is generated by allowing a crystal core generating aqueous solution containing cobalt and/or manganese to have a pH value of 7.5 to 11.1 at a standard liquid temperature of 25° C., and slurry for the particle growth containing the plate-shaped crystal core is adjusted to a pH value of 10.5 to 12.5 at a standard liquid temperature of 25° C., while a mixed aqueous solution containing a metal compound containing at least nickel is being supplied thereto, so that the crystal core is grown as particles.",2012,1,C01D|C01G|C01P|C30B|H01M
452042629,Methods for selectively removing a fin when forming FinFET devices,"One illustrative method disclosed herein includes, among other things, forming a plurality of fins in a semiconducting substrate, each of which has a corresponding masking layer feature positioned thereabove, forming a masking layer that has an opening that exposes at least two fins of the plurality of fins, performing an angled etching process through the opening in the masking layer so as to remove the masking layer feature formed above one of the at least two exposed fins, and thereby define an exposed fin, while leaving the masking layer feature intact above the other of the at least two exposed fins, and performing an anisotropic etching process through the opening in the masking layer to remove the exposed fin while leaving the other of the at least two exposed fins intact.",2014,0,H01L
514250938,ORGANIC ELECTRONIC MATERIAL AND ORGANIC ELECTRONIC ELEMENT,"An embodiment of the present invention relates to an organic electronic material containing a charge transport polymer or oligomer having, at least at one terminal, a condensed polycyclic aromatic hydrocarbon moiety having three or more benzene rings.",2016,1,C09D|C09K|G02F|H10K
539920189,Display device and method for manufacturing the same,"A display device includes a display panel, a flexible film, and an adhesion layer. The display panel includes a first substrate which includes a pad electrode connected to a signal line, a second substrate, and a metal electrode electrically connected to the pad electrode and on a side surface of the display panel. The flexible film includes a line electrode electrically connected to the metal electrode and attached to the side surface of the display panel. A connection electrode electrically connects the metal electrode to the line electrode. The adhesion layer is disposed between the flexible film and the side surface of the display panel. The connection electrode includes solder particles in melted form.",2016,0,G02F|G09F|H01B
446544647,Electrolytic copper foil and electronic device,"Provided is an electrolytic copper foil significantly useful as electrodes for electronic devices. The electrolytic copper foil used for an electronic device according to the present invention includes copper or copper alloy, the electrolytic copper foil having a 0.2% proof stress of 250 N/mm2 or more after heat treatment at 200° C. for 60 min in a nitrogen atmosphere, wherein at least one of the surfaces of the electrolytic copper foil has a concave-dominant surface profile having a Pv/Pp ratio of 1.2 or more, the Pv/Pp ratio being a ratio of a maximum profile valley depth Pv to a maximum profile peak height Pp as determined in a rectangular area of 181 μm by 136 μm in accordance with JIS B 0601-2001.",2013,1,C25D|H10K
467717687,GOLF GLOVE,"A golf glove with which the overall golf swing of a golf club from taking back, to topping, to downswing, to follow-through and to finishing can be corrected to an ideal swing. In a state in which the golf glove is worn, a weight portion 2 is attached into a region between a first metacarpal bone and a second metacarpal bone except the top of the first metacarpal bone on the back side of a glove main body 1. In terms of, for example, convenience of a user, the weight portion 2 is preferably removably attached to the glove main body 1. The weight of the weight portion 2 preferably falls within a range of 50 to 300 g.",2013,0,A63B
586279850,"NEURAL AMPLIFIER, NEURAL NETWORK AND SENSOR DEVICE","A differential switched capacitor neural amplifier comprises a sampling stage (SMP) with a plurality of differential inputs for receiving a plurality of input voltages and with at least one pair of digitally adjustable charge stores for sampling the plurality of input voltages, a summation stage (SM) for summing up charges resulting from the sampled plurality of input voltages in order to generate a summation signal, the summation stage (SM) being connected downstream to the sampling stage (SMP), and a buffer and activation stage (ACB) that is configured to apply an activation function and to generate a buffered output voltage at a differential output, based on the summation signal.",2019,0,G06N|H03F
484190509,Soft ionization based on conditioned glow discharge for quantitative analysis,"One aspect of the disclosure provides a method of mass spectrometric analysis that includes producing either glow discharge within a noble gas between 3-100 mBar pressure, sampling and conditioning glow discharge products within a gas flow through a conductive channel, removing charged particles while transferring excited Ridberg atoms, and mixing conditioned discharge products with analyte flow within an enclosed chamber at elevated temperatures above 150° Celsius for producing a Penning reaction between analyte molecules and Ridberg atoms. The method further includes sampling, by a gas flow, said analyte ions for mass spectrometric analysis, and at least one of the following steps: (i) removing charge within said conditioning channel; (ii) coaxially mixing of analyte flow with the flow of conditioned plasma; and (iii) cooling of the mixed flow within a sonic or supersonic jet for reducing the region of Penning ionization to cold jet.",2014,0,G01N|H01J
481733700,"Tandem organic light-emitting diode, array substrate and display device","A tandem organic light-emitting diode, an array substrate and a display device are provided. The tandem organic light-emitting diode includes an anode (10), a hole transport layer (11), a first light-emitting layer (12), a first charge generation layer (13), a second charge generation layer (14), a third charge generation layer (15), a second light-emitting layer (16), an electron transport layer (17) and a cathode (18) which are sequentially laminated, wherein the first charge generation layer (13) is an N-type bulk heterojunction, the second charge generation layer (14) is a PN junction type bulk heterojunction, and the third charge generation layer (15) is a P-type bulk heterojunction. The array substrate includes a plurality of the above tandem organic light-emitting diodes and the display device includes the above array substrate. The tandem organic light-emitting diode provided herein can be applied in a display device for reducing power consumption.",2015,1,H10K
495178321,Method for determining a reference current value for actuating a fuel injector,"A method for determining a reference current value for actuating a fuel injector, comprising a solenoid drive, for an internal combustion engine of a motor vehicle is described. The method comprises the following: (a) acquiring a multiplicity of current profiles with repeated actuation of the fuel injector, wherein each current profile has a temporal progression of the current strength of a current flowing through the solenoid drive, and wherein each actuation of the fuel injector comprises the following steps: (aa) applying a boost voltage to the solenoid drive of the fuel injector until the current strength of the current flowing through the solenoid drive reaches a first predetermined value, (ab) waiting for the current strength to reach a second predetermined value during a first free-wheeling phase, (ac) applying the boost voltage to the solenoid drive again until the current strength reaches the first predetermined value, and (ad) waiting for the current strength to reach the second predetermined value during a second free-wheeling phase, wherein the first predetermined value is varied for each actuation, the method also comprising (b) determining a multiplicity of magnetic flux profiles, wherein each magnetic flux profile corresponds to one of the multiplicity of acquired current profiles, and (c) selecting the reference current value on the basis of an analysis of the associated current profiles and magnetic flux profiles.",2015,0,F02D
456993620,Metrological scanning probe microscope,This invention relates to a metrological scanning probe microscope system combining an SPM which employs an optical lever arrangement to measure displacement of the probe indirectly with another SPM which measures the displacement of the probe directly through the use of an interferometric detection scheme.,2014,0,G01Q
595243906,IMAGE FORMING APPARATUS,"An image forming apparatus reads a document mounted on a document positioning section by using an image reading section, and forms an image of the document on a sheet by using an image forming section. The sheet subjected to the image formation processing is mounted on a discharge tray via a discharge section. The image forming apparatus includes an operation unit that has a touch panel and that protrudes from a front portion of the image reading section, and a power button that is a hardware button provided on a back side of the operation unit and on a front portion of the image reading section.",2020,0,G06K|H04N
478961300,Multi-power factor controller,"A multi-power factor controller including k measuring units, to which k loads and a power supply path are connected, each of the k measuring units being connected with each of the k loads and measuring a power factor calculation parameter of a connected load; n condensers; n contactors, each of the n contactors including k electromagnetic contactors, connected to the k loads and one of the condensers; n relay units, each of the n relay units having k relays, respectively connected to the k electromagnetic contactors, for deciding whether to turn on or off the electromagnetic contactors; and a multi-power factor control unit for controlling a corresponding relay to turn on the electromagnetic contactor to which the first condenser and the target load are connected.",2015,1,H02J|H02M
541910585,Scheme for compressing vertex shader output parameters,A graphics processing may include implementing a vertex shader and a pixel shader with a GPU. Vertex parameter values generated by the vertex shader may be stored in a memory. The pixel shader may access the vertex parameter values stored in the memory. Accessing the vertex parameter values may include disabling or bypassing hardware that performs interpolation on vertex parameter values. It is emphasized that this abstract is provided to comply with the rules requiring an abstract that will allow a searcher or other reader to quickly ascertain the subject matter of the technical disclosure. It is submitted with the understanding that it will not be used to interpret or limit the scope or meaning of the claims.,2013,0,G06T
363733842,Semiconductor device and method of forming the same,"A semiconductor device includes a wiring board; a stack of semiconductor chips disposed over the wiring board, each of the semiconductor chip comprising via electrodes, the semiconductor chips being electrically coupled through the via electrodes to each other, the semiconductor chips being electrically coupled through the via electrodes to the wiring board; a first seal that seals the stack of semiconductor chips; and a second seal that covers the first seal. The first seal is smaller in elastic modulus than the second seal.",2010,0,H01L
332857270,Hybrid power generation cycle systems and methods,"Methods and systems for the generation of electrical energy through the combination of steam flows produced from different fuel sources. Steam produced from processing of a biomass fuel source is combined with steam produced from the processing of natural gas or fossil fuel and routed through a steam turbine generator to produce electrical energy. The steam is preferably reheated after partial processing in the steam turbine generator and then recirculated for further processing in the steam turbine generators. Following extraction of all available energy from the steam, the condensed wet vapor is reheated and used for processing of both energy sources.",2010,1,F01D|F01K
593378845,Methods And Systems For Detecting And Processing Speech Signals,"Provided are methods, systems, and apparatuses for detecting, processing, and responding to audio signals, including speech signals, within a designated area or space. A platform for multiple media devices connected via a network is configured to process speech, such as voice commands, detected at the media devices, and respond to the detected speech by causing the media devices to simultaneously perform one or more requested actions. The platform is capable of scoring the quality of a speech request, handling speech requests from multiple end points of the platform using a centralized processing approach, a de-centralized processing approach, or a combination thereof, and also manipulating partial processing of speech requests from multiple end points into a coherent whole when necessary.",2016,0,G10L
406993891,CHARGEABLE CASE OF ELECTRONIC DEVICE AND CHARGING SYSTEM,"A chargeable case of an electronic device includes an envelop body for enveloping an electronic device therein, a receiving coil, a power output interface and a built-in AC/DC rectifying circuit. The receiving coil wirelessly receives alternating current from a power supply device. The power output interface connects a power input interface of the electronic device. The AC/DC rectifying circuit is connected the receiving coil and the power output interface. The AC/DC rectifying circuit converts the received alternating current into direct current and supplies the direct current to the power output interface for charging the electronic device. A charging system is also disclosed.",2011,0,H01F|H02J
437626826,ORGANIC ELECTROLUMINESCENT DEVICE WITH ENERGY HARVESTING,"Provided herein is an organic light-emitting device and a method of construction thereof. The organic light-emitting device comprises an anode, a cathode, and at least two light-emitting layers located between the anode and the cathode. At least one of the light-emitting layers comprises a host compound having distributed therein a first compound capable of phosphorescent emission at room temperature and a second compound capable of phosphorescent emission at room temperature that has a peak emission wavelength at least 10 nm higher than the first compound.",2012,0,H10K
559799922,System and Method for Combusting High-Moisture Fuel to Generate Steam,"A process for combusting a high-moisture fuel to generate steam in which the high-moisture solid fuel is first dried by contacting with an oxygen-depleted gas stream while being heated by indirect heat exchange with a recirculating thermal fluid. The dried fuel is then combusted with a combustion air stream to produce a combustion products stream whose heat first is used to generate steam, and then to preheat the combustion air stream by indirect heat exchange in which a portion of the combustion air stream and/or a portion of the combustion products stream bypasses the heat exchanger. The combustion products stream also provides heat to dry the solid fuel via the recirculating thermal fluid.",2020,1,F23J|F23K|F23L|F26B
445924132,"Method of preparing metal nanoparticles for solar cell, ink composition including the metal nanoparticles, and method of preparing thin film using the same","Disclosed are a method of preparing metal nanoparticles for solar cells, an ink composition including the metal nanoparticles, and a method of preparing a thin film using the same. More particularly, there are provided a method of preparing metal nanoparticles for forming a light absorption layer of a solar cell, including preparing a first solution including a reducing agent, preparing a second solution including at least two salts selected from the group consisting of a copper (Cu) salt, a zinc (Zn) salt, and a tin (Sn) salt, preparing a mixture by mixing the first solution and the second solution, and synthesizing at least one kind of metal nanoparticles by reaction of the mixture and purifying the synthesized metal nanoparticles, an ink composition including the metal nanoparticles, and a method of preparing a thin film using the same.",2013,1,B22F|C08K|C09D|H01L
533172026,Semiconductor isolation structures comprising shallow trench and deep trench isolation,"The present disclosure relates to isolation structures for semiconductor devices and, more particularly, to dual trench isolation structures having a deep trench and a shallow trench for electrically isolating integrated circuit (IC) components formed on a semiconductor substrate. The semiconductor isolation structure of the present disclosure includes a semiconductor substrate, a shallow trench isolation (STI) disposed over the semiconductor substrate, a deep trench isolation (DTI) with sidewalls extending from a bottom surface of the STI and terminating in the semiconductor substrate, a multilayer dielectric lining disposed on the sidewalls of the DTI, the multilayer dielectric lining including an etch stop layer positioned between inner and outer dielectric liners, and a filler material disposed within the DTI.",2018,0,H01L
408954159,Wavelength converted light emitting device,Embodiments of the invention include a semiconductor light emitting device (10) capable of emitting first light having a first peak wavelength and a semiconductor wavelength converting element (12) capable of absorbing the first light and emitting second light having a second peak wavelength. The semiconductor wavelength converting element (12) is attached to a support (51) and disposed in a path of light emitted by the semiconductor light emitting device. The semiconductor wavelength converting element is patterned to include at least two first regions (46) of semiconductor wavelength converting material and at least one second region (48) without semiconductor wavelength converting material disposed between the at least two first regions.,2010,0,H01L
560613135,"FLUIDIC DEVICE, SYSTEM, AND MIXING METHOD","The present invention provides a fluidic device in which solutions of different concentrations can be easily obtained. The fluidic device includes: a first substrate and a second substrate which are stacked in a thickness direction; an undiluted solution introduction flow path which has an undiluted solution introduction port and which is constituted of a groove part provided on at least one of the first substrate and the second substrate; a first circulation flow path which is constituted of a groove part having an annular shape and having a shared part that shares part of a flow path with the undiluted solution introduction flow path and a non-shared part which is not shared with the undiluted solution introduction flow path and which is connected to a diluting solution introduction port; a second circulation flow path which is provided independently of the first circulation flow path and which is constituted of a groove part having an annular shape and having a shared part that shares some flow path with the undiluted solution introduction flow path and a non-shared part which is not shared with the undiluted solution introduction flow path and which is connected to a diluting solution introduction port; and/or a third circulation flow path which is constituted of a groove part having an annular shape and having a shared flow path that shares part of a flow path with the first circulation flow path and a non-shared flow path which is not shared with the first circulation flow path and which is connected to a diluting solution introduction port, wherein the undiluted solution introduction flow path includes a valve at both ends of the shared part.",2018,0,B01F|B01L|F16K|G01N
523789472,"Method for operating an electric machine, electric machine, drive device and compressor and/or turbine","A method for operating an electric machine of a compressor and/or of a turbine, which includes a rotor situated on a shaft mounted rotatably in a housing and a stator fixed to the housing, the stator including an, in particular, multiphase drive winding, and an activation of the drive winding being suspended at least intermittently in an idling mode. It is provided that the shaft and/or the rotor is/are monitored for a rotary movement, and that, when a standstill or an impending standstill of the shaft and/or of the rotor is detected, the drive winding is activated in such a way that the rotor, at least briefly, is caused to carry out a movement and/or is centered with respect to the stator by magnetic force.",2018,1,F02B|F02C|H02P
522641599,Variable gain low noise amplifying apparatus with phase distortion compensation,"An amplifying apparatus includes a variable gain amplifying circuit configured to operate in a gain mode selected from a plurality of gain modes in response to a first control signal during operation in an amplification mode, a variable attenuation circuit configured to have an attenuation value that is adjusted in response to a second control signal, and a phase compensation value which compensates for a phase distortion in the selected gain mode, and a control circuit configured to control the selecting of the gain mode, the adjusting of the attenuation value and the phase compensation value, based on the first and second control signals.",2018,0,H03F|H03G
578247192,DOMESTIC DISHWASHER,"A household dishwasher includes a dishwasher cavity, a door fastened to the dishwasher cavity and including a panel box, and an operating module provided on the door for operation of the household dishwasher and including a sealing element for sealing the operating module with respect to the panel box. The operating module is pivotable about an axis of rotation from a dismounted state, in which an engagement section of the panel box is not in positive-locking engagement with the operating module into a mounted state, in which the engagement section is in positive-locking engagement with the operating module and the sealing element is pressed between the operating module and the panel box.",2019,0,A47L
473252117,Trigger detent mechanism for a fluid applicator,"A fluid applicator configured to reduce user fatigue is presented. The fluid applicator comprises a trigger configured to, when actuated, move between a closed position and an open position, wherein the open position comprises a fluid flowing from the inlet, to the outlet, along the fluid path. The trigger also comprises a trigger support configured to, when actuated, reduce a pressure required to maintain the trigger in an open position.",2015,0,B05B
410845643,Dual power converter package using external driver IC,"A dual power converter package is disclosed. The package includes a leadframe having a first control FET paddle configured to support a drain of a first control FET, and a second control FET paddle configured to support a drain of a second control PET. The leadframe further includes a sync FET paddle configured to support a source of a first sync FET and a source of a second sync FET, and a first plurality of contacts configured to receive control signals for each of the control PETS and each of the sync FETs from a driver integrated circuit (IC) external to the leadframe. The leadframe may additionally include first and second switched nodes, configured for electrical connection to the first control FET and the first sync FET via a first clip, and to the second control PET and the second sync PET via a second clip, respectively.",2012,0,H01L|H02M
413581699,Organic light-emitting compound and organic light-emitting device including the same,Embodiments of the present invention are directed to a compound represented by Formula 1 below and an organic light-emitting device including the compound.,2012,0,C07D|C09K|H10K
